Array_size,Algorithm,Time,Trial_no
250,Merge_sort,0.5481243133544922,8
250,Merge_sort,0.5466938018798828,9
250,Merge_sort,0.5478858947753906,10
500,Merge_sort,1.336812973022461,1
500,Merge_sort,1.2068748474121094,2
500,Merge_sort,1.2500286102294922,3
500,Merge_sort,1.2481212615966797,4
500,Merge_sort,1.2078285217285156,5
500,Merge_sort,1.210927963256836,6
500,Merge_sort,1.21307373046875,7
500,Merge_sort,1.2919902801513672,8
500,Merge_sort,1.2102127075195312,9
500,Merge_sort,1.210927963256836,10
750,Merge_sort,2.0318031311035156,1
750,Merge_sort,2.1059513092041016,2
750,Merge_sort,2.1371841430664062,3
750,Merge_sort,2.0148754119873047,4
750,Merge_sort,2.2270679473876953,5
750,Merge_sort,2.203226089477539,6
750,Merge_sort,2.0139217376708984,7
750,Merge_sort,2.053976058959961,8
750,Merge_sort,2.0530223846435547,9
750,Merge_sort,2.115964889526367,10
1000,Merge_sort,2.827882766723633,1
1000,Merge_sort,2.8600692749023438,2
1000,Merge_sort,2.779722213745117,3
1000,Merge_sort,2.7539730072021484,4
1000,Merge_sort,2.794027328491211,5
1000,Merge_sort,2.7909278869628906,6
1000,Merge_sort,2.7942657470703125,7
1000,Merge_sort,2.7511119842529297,8
1000,Merge_sort,2.747774124145508,9
1000,Merge_sort,2.794981002807617,10
10,Bucket_sort,0.017881393432617188,1
10,Bucket_sort,0.029802322387695312,2
10,Bucket_sort,0.026702880859375,3
10,Bucket_sort,0.009775161743164062,4
10,Bucket_sort,0.008821487426757812,5
10,Bucket_sort,0.029802322387695312,6
10,Bucket_sort,0.025987625122070312,7
10,Bucket_sort,0.010013580322265625,8
10,Bucket_sort,0.010013580322265625,9
10,Bucket_sort,0.008821487426757812,10
50,Bucket_sort,0.06890296936035156,1
50,Bucket_sort,0.03314018249511719,2
50,Bucket_sort,0.031948089599609375,3
50,Bucket_sort,0.03218650817871094,4
50,Bucket_sort,0.031948089599609375,5
50,Bucket_sort,0.032901763916015625,6
50,Bucket_sort,0.03314018249511719,7
50,Bucket_sort,0.03314018249511719,8
50,Bucket_sort,0.032901763916015625,9
50,Bucket_sort,0.031948089599609375,10
100,Bucket_sort,0.06198883056640625,1
100,Bucket_sort,0.0629425048828125,2
100,Bucket_sort,0.06103515625,3
100,Bucket_sort,0.05984306335449219,4
100,Bucket_sort,0.06198883056640625,5
100,Bucket_sort,0.06103515625,6
100,Bucket_sort,0.06008148193359375,7
100,Bucket_sort,0.06198883056640625,8
100,Bucket_sort,0.0629425048828125,9
100,Bucket_sort,0.06198883056640625,10
125,Bucket_sort,0.07677078247070312,1
125,Bucket_sort,0.07605552673339844,2
125,Bucket_sort,0.07605552673339844,3
125,Bucket_sort,0.07700920104980469,4
125,Bucket_sort,0.07510185241699219,5
125,Bucket_sort,0.07605552673339844,6
125,Bucket_sort,0.07605552673339844,7
125,Bucket_sort,0.07700920104980469,8
125,Bucket_sort,0.07987022399902344,9
125,Bucket_sort,0.07915496826171875,10
250,Bucket_sort,0.14781951904296875,1
250,Bucket_sort,0.1499652862548828,2
250,Bucket_sort,0.1499652862548828,3
250,Bucket_sort,0.14901161193847656,4
250,Bucket_sort,0.1499652862548828,5
250,Bucket_sort,0.14710426330566406,6
250,Bucket_sort,0.15020370483398438,7
250,Bucket_sort,0.1499652862548828,8
250,Bucket_sort,0.14781951904296875,9
250,Bucket_sort,0.1499652862548828,10
500,Bucket_sort,0.31685829162597656,1
500,Bucket_sort,0.30732154846191406,2
500,Bucket_sort,0.30493736267089844,3
500,Bucket_sort,0.30803680419921875,4
500,Bucket_sort,0.3268718719482422,5
500,Bucket_sort,0.30493736267089844,6
500,Bucket_sort,0.29730796813964844,7
500,Bucket_sort,0.2989768981933594,8
500,Bucket_sort,0.2970695495605469,9
500,Bucket_sort,0.3008842468261719,10
750,Bucket_sort,0.4611015319824219,1
750,Bucket_sort,0.453948974609375,2
750,Bucket_sort,0.5331039428710938,3
750,Bucket_sort,0.4470348358154297,4
750,Bucket_sort,0.4551410675048828,5
750,Bucket_sort,0.45490264892578125,6
750,Bucket_sort,0.45609474182128906,7
750,Bucket_sort,0.45228004455566406,8
750,Bucket_sort,0.4818439483642578,9
750,Bucket_sort,0.5507469177246094,10
1000,Bucket_sort,0.6458759307861328,1
1000,Bucket_sort,0.6129741668701172,2
1000,Bucket_sort,0.6110668182373047,3
1000,Bucket_sort,0.6098747253417969,4
1000,Bucket_sort,0.6096363067626953,5
1000,Bucket_sort,0.6086826324462891,6
1000,Bucket_sort,0.6079673767089844,7
1000,Bucket_sort,0.6940364837646484,8
1000,Bucket_sort,0.6320476531982422,9
1000,Bucket_sort,0.782012939453125,10
10,Quick_sort,0.030994415283203125,1
10,Quick_sort,0.024080276489257812,2
10,Quick_sort,0.0073909759521484375,3
10,Quick_sort,0.0069141387939453125,4
10,Quick_sort,0.025033950805664062,5
10,Quick_sort,0.023126602172851562,6
10,Quick_sort,0.007152557373046875,7
10,Quick_sort,0.007867813110351562,8
10,Quick_sort,0.0059604644775390625,9
10,Quick_sort,0.006198883056640625,10
50,Quick_sort,0.04601478576660156,1
50,Quick_sort,0.0457763671875,2
50,Quick_sort,0.04506111145019531,3
50,Quick_sort,0.0457763671875,4
50,Quick_sort,0.04506111145019531,5
50,Quick_sort,0.04601478576660156,6
50,Quick_sort,0.04482269287109375,7
50,Quick_sort,0.048160552978515625,8
50,Quick_sort,0.04506111145019531,9
50,Quick_sort,0.04410743713378906,10
100,Quick_sort,0.10013580322265625,1
100,Quick_sort,0.10800361633300781,2
100,Quick_sort,0.10323524475097656,3
100,Quick_sort,0.10395050048828125,4
100,Quick_sort,0.1068115234375,5
100,Quick_sort,0.10585784912109375,6
100,Quick_sort,0.10895729064941406,7
100,Quick_sort,0.15807151794433594,8
100,Quick_sort,0.10585784912109375,9
100,Quick_sort,0.10395050048828125,10
125,Quick_sort,0.13899803161621094,1
125,Quick_sort,0.14019012451171875,2
125,Quick_sort,0.13208389282226562,3
125,Quick_sort,0.14209747314453125,4
125,Quick_sort,0.14019012451171875,5
125,Quick_sort,0.15616416931152344,6
125,Quick_sort,0.14519691467285156,7
125,Quick_sort,0.14400482177734375,8
125,Quick_sort,0.1499652862548828,9
125,Quick_sort,0.14400482177734375,10
250,Quick_sort,0.3120899200439453,1
250,Quick_sort,0.32019615173339844,2
250,Quick_sort,0.3170967102050781,3
250,Quick_sort,0.3948211669921875,4
250,Quick_sort,0.4410743713378906,5
250,Quick_sort,0.3628730773925781,6
250,Quick_sort,0.3349781036376953,7
250,Quick_sort,0.33473968505859375,8
250,Quick_sort,0.34117698669433594,9
250,Quick_sort,0.3159046173095703,10
500,Quick_sort,0.7688999176025391,1
500,Quick_sort,0.7789134979248047,2
500,Quick_sort,0.7779598236083984,3
500,Quick_sort,0.759124755859375,4
500,Quick_sort,0.8728504180908203,5
500,Quick_sort,1.130819320678711,6
500,Quick_sort,0.8077621459960938,7
500,Quick_sort,0.9539127349853516,8
500,Quick_sort,0.8428096771240234,9
500,Quick_sort,0.7770061492919922,10
750,Quick_sort,1.2788772583007812,1
750,Quick_sort,1.3091564178466797,2
750,Quick_sort,1.4071464538574219,3
750,Quick_sort,1.3020038604736328,4
750,Quick_sort,1.2717247009277344,5
750,Quick_sort,1.3360977172851562,6
750,Quick_sort,1.4340877532958984,7
750,Quick_sort,1.5568733215332031,8
750,Quick_sort,1.3461112976074219,9
750,Quick_sort,1.2061595916748047,10
1000,Quick_sort,1.9731521606445312,1
1000,Quick_sort,1.9087791442871094,2
1000,Quick_sort,1.8041133880615234,3
1000,Quick_sort,1.9419193267822266,4
1000,Quick_sort,2.008199691772461,5
1000,Quick_sort,2.1860599517822266,6
1000,Quick_sort,1.9390583038330078,7
1000,Quick_sort,1.8320083618164062,8
1000,Quick_sort,2.1560192108154297,9
1000,Quick_sort,1.8739700317382812,10
